metode;size;bit;pca ;tipe kernel;c;acc
bsif;9x9;7;0,4;linear;10;92,656
bsif;9x9;7;0,4;linear;1;92,656
bsif;11x11;11;0,2;linear;10;92,656
bsif;11x11;11;0,2;linear;100;92,656
bsif;9x9;8;0,4;linear;1;92,604
bsif;11x11;11;0,2;linear;1;92,604
bsif;9x9;8;0,4;linear;100;92,5
bsif;9x9;8;0,4;linear;10;92,5
bsif;13x13;7;0,2;linear;1;92,448
bsif;5x5;7;0,4;linear;1;92,448
bsif;7x7;12;0,4;linear;1;92,396
bsif;5x5;5;0,6;linear;1;92,396
bsif;7x7;12;0,4;linear;10;92,344
bsif;7x7;9;0,6;linear;100;92,344
bsif;7x7;12;0,4;linear;100;92,292
bsif;7x7;9;0,6;linear;10;92,292
bsif;7x7;9;0,6;linear;1;92,24
bsif;13x13;7;0,2;linear;10;92,188
bsif;11x11;6;0,6;linear;10;92,188
bsif;13x13;7;0,2;linear;100;92,135
bsif;11x11;6;0,6;linear;100;92,135
bsif;5x5;7;0,4;linear;10;92,135
bsif;11x11;6;0,6;linear;1;92,083
bsif;5x5;7;0,4;linear;100;92,083
bsif;15x15;6;0,2;linear;100;92,031
bsif;11x11;12;0,2;linear;100;92,031
bsif;11x11;12;0,2;linear;1;92,031
bsif;15x15;6;0,2;linear;1;91,979
bsif;15x15;6;0,2;linear;10;91,979
bsif;11x11;12;0,2;linear;10;91,979
bsif;9x9;6;1;linear;100;91,927
bsif;9x9;6;1;linear;10;91,927
bsif;9x9;6;1;linear;1;91,927
bsif;9x9;6;0,8;linear;100;91,823
bsif;9x9;6;0,8;linear;10;91,823
bsif;9x9;6;0,8;linear;1;91,823
bsif;11x11;9;0,2;linear;1;91,51
bsif;5x5;5;0,4;linear;1;91,458
bsif;11x11;9;0,2;linear;100;91,354
bsif;11x11;9;0,2;linear;10;91,302
bsif;9x9;5;0,4;linear;1;91,302
bsif;9x9;9;0,2;linear;1;91,25
bsif;5x5;5;0,4;linear;10;91,146
bsif;5x5;5;0,4;linear;100;91,146
bsif;9x9;5;0,4;linear;10;91,146
bsif;9x9;9;0,2;linear;10;91,146
bsif;9x9;9;0,2;linear;100;91,094
bsif;9x9;6;0,6;linear;10;91,042
bsif;9x9;6;0,6;linear;1;91,042
bsif;9x9;6;0,6;linear;100;91,042
bsif;9x9;5;0,4;linear;100;91,042
bsif;7x7;9;0,4;linear;10;90,833
bsif;7x7;9;0,4;linear;1;90,833
bsif;5x5;10;0,2;linear;1;90,729
bsif;11x11;5;0,4;linear;1;90,677
bsif;7x7;9;0,4;linear;100;90,677
bsif;5x5;8;0,2;linear;10;90,677
bsif;5x5;8;0,2;linear;1;90,677
bsif;7x7;7;1;linear;100;90,677
bsif;7x7;7;1;linear;10;90,677
bsif;7x7;7;1;linear;1;90,677
bsif;5x5;8;0,2;linear;100;90,625
bsif;7x7;6;0,8;linear;100;90,417
bsif;7x7;6;0,8;linear;10;90,417
bsif;7x7;6;0,8;linear;1;90,417
bsif;7x7;7;0,8;linear;100;90,417
bsif;7x7;7;0,8;linear;10;90,417
bsif;7x7;7;0,8;linear;1;90,417
bsif;7x7;6;1;linear;100;90,417
bsif;7x7;6;1;linear;10;90,417
bsif;7x7;6;1;linear;1;90,417
bsif;5x5;10;0,2;linear;100;90,365
bsif;5x5;10;0,2;linear;10;90,313
bsif;11x11;5;0,4;linear;100;90,26
bsif;11x11;5;0,4;linear;10;90,208
bsif;13x13;6;0,2;linear;1;90,208
bsif;7x7;8;0,8;linear;100;90,208
bsif;7x7;8;0,8;linear;10;90,208
bsif;7x7;8;0,8;linear;1;90,208
bsif;7x7;8;1;linear;100;90,156
bsif;7x7;8;1;linear;10;90,156
bsif;7x7;8;1;linear;1;90,156
bsif;13x13;6;0,2;linear;10;90,104
bsif;13x13;6;0,2;linear;100;90,052
bsif;11x11;6;0,4;linear;100;90,052
bsif;11x11;6;0,4;linear;10;90,052
bsif;11x11;6;0,4;linear;1;89,948
bsif;7x7;7;0,6;linear;100;89,948
bsif;7x7;7;0,6;linear;1;89,948
bsif;13x13;8;0,2;linear;1;89,896
bsif;7x7;7;0,6;linear;10;89,896
bsif;7x7;11;0,8;linear;100;89,635
bsif;7x7;11;0,8;linear;10;89,635
bsif;7x7;11;0,8;linear;1;89,635
bsif;7x7;11;1;linear;100;89,635
bsif;7x7;11;1;linear;10;89,635
bsif;7x7;11;1;linear;1;89,635
bsif;7x7;8;0,6;linear;100;89,583
bsif;5x5;11;1;linear;100;89,531
bsif;5x5;11;1;linear;10;89,531
bsif;5x5;11;1;linear;1;89,531
bsif;7x7;8;0,6;linear;1;89,531
bsif;5x5;11;0,8;linear;100;89,427
bsif;5x5;11;0,8;linear;10;89,427
bsif;5x5;11;0,8;linear;1;89,427
bsif;7x7;6;0,6;linear;1;89,427
bsif;7x7;8;0,6;linear;10;89,375
bsif;7x7;11;0,6;linear;10;89,375
bsif;7x7;11;0,6;linear;100;89,375
bsif;13x13;8;0,2;linear;100;89,323
bsif;13x13;8;0,2;linear;10;89,323
bsif;5x5;11;0,6;linear;100;89,323
bsif;5x5;11;0,6;linear;1;89,323
bsif;9x9;11;0,2;linear;1;89,323
bsif;7x7;11;0,6;linear;1;89,323
bsif;7x7;6;0,6;linear;100;89,271
bsif;7x7;6;0,6;linear;10;89,271
bsif;5x5;11;0,6;linear;10;89,167
bsif;11x11;7;0,2;linear;100;89,063
bsif;13x13;5;0,2;linear;1;89,063
bsif;7x7;5;0,2;linear;1;89,062
bsif;9x9;11;0,2;linear;10;89,01
bsif;9x9;11;0,2;linear;100;88,958
bsif;9x9;6;0,4;linear;10;88,958
bsif;9x9;6;0,4;linear;100;88,854
bsif;11x11;7;0,2;linear;10;88,802
bsif;11x11;7;0,2;linear;1;88,802
bsif;9x9;6;0,4;linear;1;88,802
bsif;5x5;11;0,4;linear;100;88,75
bsif;7x7;5;0,2;linear;10;88,75
bsif;5x5;11;0,4;linear;10;88,698
bsif;5x5;11;0,4;linear;1;88,594
bsif;13x13;5;0,2;linear;10;88,333
bsif;9x9;7;0,2;linear;100;88,281
bsif;7x7;5;0,2;linear;100;88,281
bsif;11x11;8;0,2;linear;1;88,229
bsif;9x9;7;0,2;linear;10;88,177
bsif;13x13;5;0,2;linear;100;88,125
bsif;11x11;8;0,2;linear;100;88,021
bsif;11x11;8;0,2;linear;10;87,969
bsif;9x9;7;0,2;linear;1;87,917
bsif;7x7;8;0,4;linear;1;87,76
bsif;7x7;7;0,4;linear;100;87,708
bsif;7x7;7;0,4;linear;10;87,604
bsif;7x7;7;0,4;linear;1;87,604
bsif;7x7;8;0,4;linear;100;87,552
bsif;7x7;8;0,4;linear;10;87,448
bsif;7x7;11;0,4;linear;100;87,396
bsif;7x7;11;0,4;linear;10;87,24
bsif;7x7;11;0,4;linear;1;87,24
bsif;5x5;6;0,8;linear;100;86,875
bsif;5x5;6;0,8;linear;10;86,875
bsif;5x5;6;1;linear;100;86,771
bsif;5x5;6;1;linear;10;86,771
bsif;7x7;6;0,4;linear;100;86,719
bsif;7x7;6;0,4;linear;10;86,719
bsif;5x5;6;0,8;linear;1;86,563
bsif;5x5;6;1;linear;1;86,51
bsif;7x7;6;0,4;linear;1;86,51
bsif;5x5;6;0,6;linear;100;86,458
bsif;5x5;6;0,6;linear;10;86,354
bsif;5x5;6;0,6;linear;1;86,198
bsif;9x9;8;0,2;linear;1;86,094
bsif;9x9;8;0,2;linear;10;85,99
bsif;9x9;8;0,2;linear;100;85,99
bsif;9x9;12;0,2;linear;10;85,938
bsif;9x9;12;0,2;linear;1;85,938
bsif;9x9;12;0,2;linear;100;85,885
bsif;5x5;6;0,4;linear;100;85,729
bsif;5x5;6;0,4;linear;1;85,521
bsif;5x5;6;0,4;linear;10;85,417
bsif;7x7;12;0,2;linear;100;85,365
bsif;7x7;12;0,2;linear;10;85,365
bsif;7x7;12;0,2;linear;1;85,365
bsif;5x5;5;0,2;linear;10;84,583
bsif;5x5;7;0,2;linear;1;84,167
bsif;5x5;12;0,8;linear;100;84,167
bsif;5x5;12;0,8;linear;10;84,167
bsif;5x5;12;0,8;linear;1;84,167
bsif;5x5;12;0,6;linear;10;84,115
bsif;5x5;12;0,6;linear;100;84,063
bsif;3x3;7;0,8;linear;100;84,063
bsif;3x3;7;1;linear;100;84,063
bsif;5x5;12;0,6;linear;1;84,01
bsif;5x5;12;1;linear;100;84,01
bsif;5x5;12;1;linear;10;84,01
bsif;5x5;12;1;linear;1;84,01
bsif;3x3;7;1;linear;10;84,01
bsif;3x3;7;0,8;linear;10;83,906
bsif;5x5;7;0,2;linear;10;83,646
bsif;5x5;7;0,2;linear;100;83,49
bsif;3x3;7;0,6;linear;10;83,49
bsif;3x3;7;0,6;linear;100;83,438
bsif;5x5;11;0,2;linear;10;83,385
bsif;5x5;11;0,2;linear;100;83,385
bsif;5x5;5;0,2;linear;100;83,385
bsif;3x3;7;0,4;linear;10;83,073
bsif;5x5;11;0,2;linear;1;83,021
bsif;3x3;8;0,6;linear;100;82,865
bsif;3x3;8;0,6;linear;10;82,865
bsif;7x7;10;0,2;linear;1;82,708
bsif;5x5;5;0,2;linear;1;82,708
bsif;3x3;8;1;linear;100;82,656
bsif;3x3;8;0,8;linear;100;82,656
bsif;3x3;8;1;linear;10;82,656
bsif;3x3;8;0,8;linear;10;82,656
bsif;5x5;12;0,4;linear;1;82,5
bsif;3x3;7;0,4;linear;100;82,448
bsif;3x3;8;0,4;linear;10;82,396
bsif;3x3;6;0,8;linear;10;82,344
bsif;7x7;10;0,2;linear;10;82,292
bsif;3x3;8;0,4;linear;100;82,292
bsif;3x3;6;0,8;linear;100;82,292
bsif;3x3;6;1;linear;10;82,292
bsif;3x3;6;1;linear;100;82,24
bsif;7x7;10;0,2;linear;100;82,188
bsif;5x5;12;0,4;linear;10;82,135
bsif;5x5;12;0,4;linear;100;82,135
bsif;3x3;6;0,6;linear;10;81,979
bsif;3x3;6;0,6;linear;100;81,927
bsif;7x7;9;0,2;linear;100;81,719
bsif;9x9;5;0,2;linear;1;81,719
bsif;7x7;9;0,2;linear;10;81,667
bsif;7x7;9;0,2;linear;1;81,615
bsif;3x3;8;1;linear;1;81,51
bsif;3x3;8;0,8;linear;1;81,51
bsif;3x3;8;0,6;linear;1;81,354
bsif;9x9;5;0,2;linear;100;80,99
bsif;9x9;5;0,2;linear;10;80,99
bsif;7x7;7;0,2;linear;100;80,677
bsif;3x3;6;0,4;linear;100;80,521
bsif;7x7;11;0,2;linear;10;80,521
bsif;7x7;11;0,2;linear;100;80,469
bsif;11x11;6;0,2;linear;100;80,417
bsif;7x7;11;0,2;linear;1;80,417
bsif;7x7;7;0,2;linear;10;80,365
bsif;11x11;6;0,2;linear;10;80,26
bsif;11x11;6;0,2;linear;1;80,26
bsif;9x9;6;0,2;linear;1;80,208
bsif;3x3;6;0,4;linear;10;80,208
bsif;7x7;7;0,2;linear;1;80,208
bsif;7x7;8;0,2;linear;1;80,156
bsif;7x7;8;0,2;linear;100;80
bsif;9x9;6;0,2;linear;100;79,948
bsif;3x3;8;0,4;linear;1;79,948
bsif;7x7;8;0,2;linear;10;79,792
bsif;9x9;6;0,2;linear;10;79,583
bsif;3x3;6;0,6;linear;1;79,479
bsif;3x3;6;1;linear;1;79,479
bsif;3x3;6;0,8;linear;1;79,479
bsif;3x3;7;1;linear;1;79,375
bsif;3x3;7;0,8;linear;1;79,375
bsif;11x11;5;0,2;linear;10;79,219
bsif;3x3;7;0,6;linear;1;79,167
bsif;3x3;5;1;linear;10;79,062
bsif;3x3;5;0,8;linear;10;79,062
bsif;11x11;5;0,2;linear;1;79,01
bsif;3x3;5;0,6;linear;10;79,01
bsif;11x11;5;0,2;linear;100;78,958
bsif;3x3;8;0,2;linear;10;78,906
bsif;3x3;7;0,2;linear;100;78,854
bsif;3x3;8;0,2;linear;100;78,854
bsif;3x3;5;1;linear;100;78,802
bsif;3x3;5;0,8;linear;100;78,802
bsif;3x3;5;0,6;linear;100;78,698
bsif;3x3;7;0,2;linear;10;78,646
bsif;5x5;6;0,2;linear;10;78,49
bsif;3x3;7;0,4;linear;1;78,333
bsif;3x3;6;0,4;linear;1;77,969
bsif;5x5;6;0,2;linear;1;77,708
bsif;5x5;6;0,2;linear;100;77,604
bsif;3x3;5;0,4;linear;10;77,031
bsif;3x3;5;0,4;linear;100;76,979
bsif;5x5;12;0,2;linear;1;76,771
bsif;5x5;12;0,2;linear;100;76,563
bsif;5x5;12;0,2;linear;10;76,198
bsif;3x3;8;0,2;linear;1;75,938
bsif;3x3;5;1;linear;1;75
bsif;3x3;5;0,8;linear;1;75
bsif;3x3;5;0,6;linear;1;75
bsif;3x3;6;0,2;linear;100;74,531
bsif;3x3;6;0,2;linear;10;74,271
bsif;7x7;6;0,2;linear;10;73,385
bsif;7x7;6;0,2;linear;100;73,333
bsif;3x3;7;0,2;linear;1;73,333
bsif;7x7;6;0,2;linear;1;73,177
bsif;3x3;5;0,4;linear;1;72,344
bsif;3x3;6;0,2;linear;1;69,323
bsif;3x3;5;0,2;linear;100;67,865
bsif;3x3;5;0,2;linear;10;67,396
bsif;3x3;5;0,2;linear;1;62,344
bsif;15x15;10;1;poly;100;98,177
bsif;15x15;10;0,8;poly;100;98,177
bsif;15x15;10;0,6;poly;100;98,177
bsif;17x17;9;0,4;poly;100;97,917
bsif;15x15;10;0,4;poly;100;97,917
bsif;17x17;9;0,6;poly;100;97,865
bsif;17x17;9;1;poly;100;97,813
bsif;17x17;9;0,8;poly;100;97,813
bsif;15x15;9;0,4;poly;100;97,656
bsif;15x15;9;0,8;poly;100;97,604
bsif;15x15;9;0,6;poly;100;97,552
bsif;15x15;9;1;poly;100;97,5
bsif;15x15;10;1;poly;10;97,5
bsif;15x15;10;0,8;poly;10;97,448
bsif;15x15;10;0,6;poly;10;97,396
bsif;17x17;10;0,4;poly;100;97,188
bsif;17x17;10;0,8;poly;100;97,135
bsif;17x17;10;0,6;poly;100;97,135
bsif;17x17;10;1;poly;100;97,083
bsif;15x15;10;0,4;poly;10;97,031
bsif;17x17;11;0,6;poly;100;96,979
bsif;17x17;11;1;poly;100;96,979
bsif;17x17;8;0,6;poly;100;96,979
bsif;17x17;11;0,4;poly;100;96,927
bsif;17x17;11;0,8;poly;100;96,927
bsif;15x15;9;0,8;poly;10;96,875
bsif;17x17;9;0,8;poly;10;96,823
bsif;15x15;9;1;poly;10;96,823
bsif;17x17;8;1;poly;100;96,823
bsif;17x17;9;0,6;poly;10;96,771
bsif;17x17;8;0,8;poly;100;96,771
bsif;17x17;9;1;poly;10;96,719
bsif;15x15;9;0,6;poly;10;96,719
bsif;15x15;9;0,4;poly;10;96,667
bsif;17x17;10;0,8;poly;10;96,563
bsif;17x17;11;0,4;poly;10;96,563
bsif;17x17;11;0,6;poly;10;96,563
bsif;17x17;10;0,6;poly;10;96,51
bsif;17x17;9;0,4;poly;10;96,51
bsif;17x17;11;1;poly;10;96,51
bsif;17x17;8;0,4;poly;100;96,51
bsif;17x17;10;0,2;poly;100;96,458
bsif;17x17;10;1;poly;10;96,458
bsif;17x17;11;0,8;poly;10;96,458
bsif;17x17;10;0,4;poly;10;96,406
bsif;17x17;9;0,2;poly;100;96,406
bsif;13x13;9;0,6;poly;100;96,406
bsif;17x17;12;0,4;poly;100;96,302
bsif;17x17;6;0,4;poly;100;96,302
bsif;13x13;9;1;poly;100;96,302
bsif;13x13;9;0,8;poly;100;96,302
bsif;17x17;6;0,6;poly;100;96,198
bsif;15x15;8;0,6;poly;100;96,198
bsif;17x17;12;0,6;poly;100;96,146
bsif;15x15;8;1;poly;100;96,094
bsif;15x15;8;0,8;poly;100;96,094
bsif;13x13;9;0,4;poly;100;96,094
bsif;17x17;12;0,8;poly;100;96,042
bsif;15x15;11;0,8;poly;100;96,042
bsif;13x13;9;1;poly;10;96,042
bsif;17x17;12;1;poly;100;95,99
bsif;15x15;10;0,2;poly;100;95,99
bsif;15x15;11;1;poly;100;95,99
bsif;13x13;9;0,8;poly;10;95,99
bsif;17x17;6;0,8;poly;100;95,938
bsif;15x15;11;0,6;poly;100;95,938
bsif;13x13;9;0,6;poly;10;95,938
bsif;17x17;6;1;poly;100;95,833
bsif;17x17;12;0,6;poly;10;95,781
bsif;17x17;11;0,2;poly;100;95,781
bsif;15x15;11;0,4;poly;100;95,781
bsif;17x17;12;0,4;poly;10;95,729
bsif;15x15;8;0,4;poly;100;95,677
bsif;17x17;6;0,2;poly;100;95,625
bsif;17x17;12;0,8;poly;10;95,521
bsif;17x17;12;1;poly;10;95,521
bsif;13x13;10;0,8;poly;100;95,521
bsif;15x15;11;0,8;poly;10;95,521
bsif;17x17;10;0,2;poly;10;95,469
bsif;13x13;10;1;poly;100;95,469
bsif;15x15;11;1;poly;10;95,469
bsif;15x15;11;0,6;poly;10;95,469
bsif;17x17;7;1;poly;100;95,417
bsif;17x17;7;0,8;poly;100;95,365
bsif;13x13;10;0,6;poly;100;95,365
bsif;13x13;9;0,4;poly;10;95,365
bsif;17x17;7;0,6;poly;100;95,313
bsif;17x17;8;0,6;poly;10;95,208
bsif;15x15;11;0,4;poly;10;95,208
bsif;17x17;5;1;poly;100;95,156
bsif;17x17;7;0,4;poly;100;95,156
bsif;17x17;5;0,4;poly;100;95,104
bsif;17x17;8;1;poly;10;95,104
bsif;15x15;10;0,2;poly;10;95,104
bsif;17x17;8;0,8;poly;10;95,104
bsif;17x17;5;0,8;poly;100;95,052
bsif;17x17;5;0,6;poly;100;95,052
bsif;13x13;10;0,4;poly;100;95,052
bsif;15x15;8;0,6;poly;10;95
bsif;15x15;8;0,8;poly;10;95
bsif;17x17;5;0,2;poly;100;94,948
bsif;15x15;8;1;poly;10;94,948
bsif;15x15;7;0,6;poly;100;94,896
bsif;17x17;8;0,4;poly;10;94,844
bsif;15x15;9;0,2;poly;100;94,844
bsif;15x15;7;0,4;poly;100;94,792
bsif;17x17;11;0,2;poly;10;94,688
bsif;15x15;7;0,8;poly;100;94,635
bsif;13x13;10;0,8;poly;10;94,635
bsif;13x13;10;0,6;poly;10;94,635
bsif;15x15;7;1;poly;100;94,583
bsif;13x13;10;1;poly;10;94,583
bsif;17x17;9;0,2;poly;10;94,479
bsif;17x17;12;0,2;poly;100;94,427
bsif;17x17;8;0,2;poly;100;94,427
bsif;15x15;8;0,4;poly;10;94,375
bsif;15x15;12;0,6;poly;100;94,167
bsif;13x13;11;0,6;poly;100;94,115
bsif;15x15;12;0,8;poly;100;94,01
bsif;15x15;12;1;poly;100;93,958
bsif;13x13;11;1;poly;100;93,958
bsif;13x13;11;0,8;poly;100;93,906
bsif;15x15;5;0,6;poly;100;93,854
bsif;17x17;6;0,4;poly;10;93,802
bsif;13x13;10;0,4;poly;10;93,802
bsif;15x15;5;0,8;poly;100;93,802
bsif;15x15;11;0,2;poly;100;93,802
bsif;17x17;6;0,6;poly;10;93,75
bsif;15x15;12;0,4;poly;100;93,75
bsif;15x15;5;1;poly;100;93,75
bsif;13x13;11;0,4;poly;100;93,75
bsif;17x17;12;0,2;poly;10;93,698
bsif;17x17;6;1;poly;10;93,542
bsif;17x17;6;0,8;poly;10;93,542
bsif;17x17;7;0,6;poly;10;93,49
bsif;15x15;5;0,4;poly;100;93,49
bsif;15x15;6;1;poly;100;93,438
bsif;15x15;6;0,6;poly;100;93,438
bsif;13x13;11;0,8;poly;10;93,438
bsif;15x15;6;0,8;poly;100;93,385
bsif;15x15;7;1;poly;10;93,385
bsif;15x15;7;0,6;poly;10;93,385
bsif;15x15;9;0,2;poly;10;93,385
bsif;17x17;7;1;poly;10;93,333
bsif;17x17;7;0,4;poly;10;93,333
bsif;15x15;7;0,8;poly;10;93,333
bsif;13x13;11;0,6;poly;10;93,333
bsif;13x13;11;1;poly;10;93,333
bsif;17x17;7;0,2;poly;100;93,281
bsif;17x17;7;0,8;poly;10;93,229
bsif;15x15;7;0,4;poly;10;93,177
bsif;17x17;6;0,2;poly;10;93,177
bsif;13x13;11;0,4;poly;10;93,177
bsif;15x15;12;0,6;poly;10;93,073
bsif;15x15;12;0,8;poly;10;93,021
bsif;15x15;12;1;poly;10;93,021
bsif;15x15;11;0,2;poly;10;92,865
bsif;15x15;12;0,4;poly;10;92,76
bsif;11x11;9;0,8;poly;100;92,76
bsif;11x11;9;1;poly;100;92,708
bsif;13x13;9;0,2;poly;100;92,708
bsif;15x15;6;0,4;poly;100;92,604
bsif;11x11;9;0,6;poly;100;92,604
bsif;13x13;10;0,2;poly;100;92,396
bsif;13x13;8;1;poly;100;92,396
bsif;11x11;9;0,4;poly;100;92,292
bsif;13x13;8;0,8;poly;100;92,24
bsif;13x13;8;0,6;poly;100;92,135
bsif;15x15;7;0,2;poly;100;92,083
bsif;15x15;6;0,8;poly;10;92,031
bsif;15x15;6;1;poly;10;92,031
bsif;13x13;8;1;poly;10;91,979
bsif;15x15;6;0,6;poly;10;91,875
bsif;13x13;8;0,6;poly;10;91,823
bsif;13x13;8;0,8;poly;10;91,823
bsif;15x15;5;0,2;poly;100;91,771
bsif;17x17;8;0,2;poly;10;91,719
bsif;17x17;5;0,6;poly;10;91,667
bsif;17x17;7;0,2;poly;10;91,615
bsif;13x13;11;0,2;poly;100;91,563
bsif;11x11;10;0,8;poly;100;91,563
bsif;11x11;10;1;poly;100;91,51
bsif;15x15;8;0,2;poly;100;91,458
bsif;17x17;5;0,8;poly;10;91,406
bsif;13x13;5;0,4;poly;100;91,406
bsif;13x13;5;1;poly;100;91,354
bsif;13x13;5;0,8;poly;100;91,354
bsif;11x11;10;0,6;poly;100;91,354
bsif;17x17;5;1;poly;10;91,302
bsif;17x17;5;0,4;poly;10;91,302
bsif;13x13;8;0,4;poly;100;91,302
bsif;17x17;5;0,2;poly;10;91,25
bsif;13x13;9;0,2;poly;10;91,25
bsif;13x13;5;0,6;poly;100;91,25
bsif;11x11;10;0,4;poly;100;91,25
bsif;13x13;8;0,4;poly;10;91,042
bsif;13x13;7;0,8;poly;100;90,938
bsif;13x13;10;0,2;poly;10;90,938
bsif;7x7;5;0,8;poly;100;90,885
bsif;13x13;7;0,6;poly;100;90,833
bsif;15x15;12;0,2;poly;100;90,833
bsif;13x13;7;1;poly;100;90,781
bsif;7x7;5;1;poly;100;90,781
bsif;7x7;5;0,6;poly;100;90,781
bsif;13x13;6;0,6;poly;100;90,677
bsif;15x15;6;0,4;poly;10;90,677
bsif;13x13;11;0,2;poly;10;90,677
bsif;7x7;5;0,4;poly;100;90,677
bsif;13x13;6;0,8;poly;100;90,573
bsif;9x9;10;0,6;poly;100;90,573
bsif;15x15;7;0,2;poly;10;90,521
bsif;13x13;7;0,4;poly;100;90,469
bsif;13x13;6;1;poly;100;90,417
bsif;13x13;6;0,4;poly;100;90,417
bsif;9x9;10;1;poly;100;90,365
bsif;9x9;10;0,8;poly;100;90,313
bsif;15x15;5;0,8;poly;10;90,156
bsif;15x15;5;0,6;poly;10;90,156
bsif;15x15;5;1;poly;10;90,104
bsif;11x11;9;0,6;poly;10;90,052
bsif;11x11;9;0,8;poly;10;90,052
bsif;11x11;9;1;poly;10;90
bsif;9x9;10;0,4;poly;100;90
bsif;15x15;6;0,2;poly;100;89,844
bsif;15x15;12;0,2;poly;10;89,844
bsif;11x11;9;0,4;poly;10;89,844
bsif;13x13;7;1;poly;10;89,688
bsif;13x13;7;0,8;poly;10;89,688
bsif;15x15;5;0,4;poly;10;89,531
bsif;11x11;10;0,2;poly;100;89,479
bsif;13x13;7;0,6;poly;10;89,427
bsif;13x13;12;0,6;poly;100;89,375
bsif;13x13;12;0,8;poly;100;89,167
bsif;13x13;12;1;poly;100;89,115
bsif;5x5;9;0,8;poly;100;89,115
bsif;5x5;9;1;poly;100;89,115
bsif;15x15;5;0,2;poly;10;89,063
bsif;5x5;9;0,6;poly;100;88,958
bsif;15x15;8;0,2;poly;10;88,906
bsif;5x5;9;0,4;poly;100;88,906
bsif;11x11;11;0,8;poly;100;88,906
bsif;11x11;8;0,8;poly;100;88,854
bsif;13x13;12;0,4;poly;100;88,802
bsif;11x11;11;0,6;poly;100;88,802
bsif;11x11;8;0,6;poly;100;88,75
bsif;11x11;11;1;poly;100;88,75
bsif;11x11;11;0,4;poly;100;88,75
bsif;11x11;8;1;poly;100;88,698
bsif;13x13;7;0,4;poly;10;88,594
bsif;11x11;7;1;poly;100;88,542
bsif;11x11;7;0,8;poly;100;88,49
bsif;11x11;10;0,8;poly;10;88,333
bsif;13x13;12;0,8;poly;10;88,333
bsif;5x5;9;0,2;poly;100;88,333
bsif;13x13;6;0,6;poly;10;88,281
bsif;11x11;10;1;poly;10;88,281
bsif;11x11;10;0,6;poly;10;88,281
bsif;11x11;7;0,6;poly;100;88,281
bsif;13x13;6;1;poly;10;88,229
bsif;13x13;5;1;poly;10;88,229
bsif;13x13;5;0,8;poly;10;88,229
bsif;13x13;12;1;poly;10;88,177
bsif;13x13;12;0,6;poly;10;88,177
bsif;13x13;6;0,8;poly;10;88,125
bsif;13x13;5;0,6;poly;10;88,073
bsif;11x11;9;0,2;poly;100;88,073
bsif;9x9;9;0,8;poly;100;88,021
bsif;11x11;8;0,4;poly;100;87,969
bsif;11x11;10;0,4;poly;10;87,969
bsif;13x13;12;0,4;poly;10;87,917
bsif;11x11;7;0,4;poly;100;87,917
bsif;9x9;9;1;poly;100;87,865
bsif;9x9;9;0,6;poly;100;87,708
bsif;13x13;5;0,4;poly;10;87,604
bsif;13x13;7;0,2;poly;100;87,604
bsif;13x13;6;0,4;poly;10;87,396
bsif;15x15;6;0,2;poly;10;87,292
bsif;7x7;5;0,2;poly;100;87,292
bsif;11x11;7;0,8;poly;10;87,24
bsif;9x9;10;0,2;poly;100;87,24
bsif;11x11;11;0,6;poly;10;87,188
bsif;11x11;11;1;poly;10;87,188
bsif;11x11;11;0,8;poly;10;87,188
bsif;13x13;6;0,2;poly;100;87,188
bsif;11x11;7;1;poly;10;87,188
bsif;11x11;6;1;poly;100;87,188
bsif;11x11;6;0,8;poly;100;87,135
bsif;9x9;9;0,4;poly;100;87,083
bsif;13x13;5;0,2;poly;100;87,031
bsif;11x11;7;0,6;poly;10;86,927
bsif;9x9;5;0,6;poly;100;86,875
bsif;11x11;6;0,6;poly;100;86,875
bsif;11x11;11;0,4;poly;10;86,771
bsif;11x11;11;0,2;poly;100;86,771
bsif;13x13;8;0,2;poly;100;86,615
bsif;9x9;5;0,8;poly;100;86,563
bsif;11x11;7;0,4;poly;10;86,563
bsif;11x11;9;0,2;poly;10;86,563
bsif;9x9;5;1;poly;100;86,354
bsif;9x9;10;0,8;poly;10;86,146
bsif;11x11;8;1;poly;10;86,094
bsif;7x7;5;1;poly;10;86,094
bsif;7x7;5;0,8;poly;10;86,094
bsif;11x11;10;0,2;poly;10;86,042
bsif;9x9;10;1;poly;10;86,042
bsif;11x11;8;0,8;poly;10;85,99
bsif;11x11;8;0,6;poly;10;85,99
bsif;9x9;7;0,6;poly;100;85,99
bsif;9x9;10;0,6;poly;10;85,938
bsif;9x9;7;1;poly;100;85,938
bsif;9x9;7;0,8;poly;100;85,938
bsif;9x9;10;0,4;poly;10;85,781
bsif;7x7;5;0,6;poly;10;85,781
bsif;13x13;12;0,2;poly;100;85,677
bsif;11x11;8;0,4;poly;10;85,625
bsif;13x13;8;0,2;poly;10;85,625
bsif;13x13;7;0,2;poly;10;85,469
bsif;7x7;5;0,4;poly;10;85,469
bsif;5x5;10;0,8;poly;100;85,417
bsif;9x9;9;1;poly;10;85,365
bsif;11x11;6;0,4;poly;100;85,365
bsif;5x5;10;1;poly;100;85,365
bsif;5x5;10;0,6;poly;100;85,313
bsif;5x5;10;0,4;poly;100;85,313
bsif;9x9;9;0,8;poly;10;85,208
bsif;9x9;9;0,6;poly;10;85,208
